gdp_growth_annual,inflation_cpi,unemployment_rate,exports_pct_gdp,imports_pct_gdp,debt_to_gdp_ratio
1,-0.19742189638430105,0.05678323223142144,-0.06251051503756903,-0.0065232492751835505,-0.32693757320168876
-0.19742189638430105,1,-0.3055775091205587,0.40838686028596777,0.540816431545612,-0.2947532074756201
0.05678323223142144,-0.3055775091205587,1,-0.6282274626669531,-0.736445117633019,0.35565023520272754
-0.06251051503756903,0.40838686028596777,-0.6282274626669531,1,0.8961298686179613,0.12123722679150951
-0.0065232492751835505,0.540816431545612,-0.736445117633019,0.8961298686179613,1,-0.182244700036356
-0.32693757320168876,-0.2947532074756201,0.35565023520272754,0.12123722679150951,-0.182244700036356,1
